ENTRY_AC	ENTRY_TYPE	ENTRY_NAME	GO_ID	NAME	 
IPR012188	F	"Malic enzyme, phosphate acetyl/butaryl transferase"	GO:0019899	enzyme binding	 
IPR024710	F	"ATP-grasp ATP-utilizing enzyme MJ0815-type, putative"	GO:0019899	enzyme binding	 
IPR013020	F	"DNA helicase (DNA repair), Rad3 type"	GO:0019899	enzyme binding	 
IPR012839	F	Glycyl radical enzyme activase	GO:0019899	enzyme binding	 
IPR012838	F	Pyruvate formate-lyase activating enzyme	GO:0019899	enzyme binding	 
IPR023880	F	Benzylsuccinate synthase activating enzyme	GO:0019899	enzyme binding	 
IPR023807	F	Peptide modification radical SAM enzyme	GO:0019899	enzyme binding	 
IPR011907	F	Ribonuclease III	GO:0019899	enzyme binding	 
IPR019902	F	"Violacein biosynthesis enzyme, VioE"	GO:0019899	enzyme binding	 
IPR024031	F	"F420-dependent enzyme, PPOX class, family MSMEG5819, probable"	GO:0019899	enzyme binding	 
IPR024017	F	"Petide cyclisation enzyme, radical SAM"	GO:0019899	enzyme binding	 
IPR014825	F	DNA alkylation repair enzyme	GO:0019899	enzyme binding	 
IPR014806	F	Ubiquitin-fold modifier-conjugating enzyme 1	GO:0019899	enzyme binding	 
IPR014224	F	Spore cortex-lytic enzyme SleB	GO:0019899	enzyme binding	 
IPR009121	F	"Peptidase A1, beta-site APP cleaving enzyme 2, BACE 2"	GO:0019899	enzyme binding	 
IPR009120	F	"Peptidase A1, beta-site APP cleaving enzyme 1, BACE 1"	GO:0019899	enzyme binding	 
IPR009119	F	"Peptidase A1, beta-site APP cleaving enzyme, BACE"	GO:0019899	enzyme binding	 
IPR010456	F	"Ribosomal L11 methyltransferase, PrmA"	GO:0019899	enzyme binding	 
IPR006130	F	Aspartate/ornithine carbamoyltransferase	GO:0019899	enzyme binding	 
IPR005079	F	"Peptidase C45, acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase"	GO:0019899	enzyme binding	 
IPR011282	F	2-amino-3-ketobutyrate coenzyme A ligase	GO:0019899	enzyme binding	 
IPR009186	F	"Predicted nickel metalloenzyme maturation factor, AIR synthase-related"	GO:0019899	enzyme binding	 
IPR016053	F	Haem oxygenase-like	GO:0019899	enzyme binding	 
IPR014185	F	Glutathione-dependent formaldehyde-activating enzyme	GO:0019899	enzyme binding	 
IPR008288	F	NAD+ ADP-ribosyltransferase	GO:0019899	enzyme binding	 
IPR023819	F	"Peptide-modifying radical SAM enzyme putative, AF0577"	GO:0019899	enzyme binding	 
IPR014644	F	Protein arginine N-methyltransferase PRMT7	GO:0019899	enzyme binding	 
IPR023929	F	"Di-heme enzyme, MXAN0977"	GO:0019899	enzyme binding	 
IPR004455	F	"NADP oxidoreductase, coenzyme F420-dependent"	GO:0019899	enzyme binding	 
IPR002403	F	"Cytochrome P450, E-class, group IV"	GO:0019899	enzyme binding	 
IPR005857	F	Cystathionine beta-synthase	GO:0019899	enzyme binding	 
IPR006451	F	"Glycogen debranching enzyme, archaeal type"	GO:0019899	enzyme binding	 
IPR006424	F	"Glyceraldehyde-3-phosphate dehydrogenase, type I"	GO:0019899	enzyme binding	 
IPR006421	F	"Glycogen debranching enzyme, metazoa"	GO:0019899	enzyme binding	 
IPR000741	F	"Fructose-bisphosphate aldolase, class-I"	GO:0019899	enzyme binding	 
IPR002347	F	Glucose/ribitol dehydrogenase	GO:0019899	enzyme binding	 
IPR002402	F	"Cytochrome P450, E-class, group II"	GO:0019899	enzyme binding	 
IPR002401	F	"Cytochrome P450, E-class, group I"	GO:0019899	enzyme binding	 
IPR006467	F	MiaB-like tRNA modifying enzyme	GO:0019899	enzyme binding	 
IPR006466	F	"MiaB-like tRNA modifying enzyme, archaeal-type"	GO:0019899	enzyme binding	 
IPR008072	F	"Cytochrome P450, E-class, CYP3A"	GO:0019899	enzyme binding	 
IPR010072	F	D-alanine-activating enzyme	GO:0019899	enzyme binding	 
IPR010063	F	"Coenzyme F420-dependent N(5),N(10)-methenyltetrahydromethanopterin reductase-related"	GO:0019899	enzyme binding	 
IPR010062	F	"Coenzyme F420-dependent N(5),N(10)-methenyltetrahydromethanopterin reductase"	GO:0019899	enzyme binding	 
IPR002213	F	UDP-glucuronosyl/UDP-glucosyltransferase	GO:0019899	enzyme binding	 
IPR002198	F	Short-chain dehydrogenase/reductase SDR	GO:0019899	enzyme binding	 
IPR006407	F	"1,4-alpha-glucan-branching enzyme"	GO:0019899	enzyme binding	 
IPR004411	F	"Peptidase A31, coenzyme F420-reducing hydrogenase delta subunit"	GO:0019899	enzyme binding	 
IPR004408	F	Biotin--acetyl-CoA-carboxylase ligase	GO:0019899	enzyme binding	 
IPR008070	F	"Cytochrome P450, E-class, group I, CYP2E-like"	GO:0019899	enzyme binding	 
IPR008067	F	"Cytochrome P450, E-class, group I, CYP2A-like"	GO:0019899	enzyme binding	 
IPR008066	F	"Cytochrome P450, E-class, group I, CYP1"	GO:0019899	enzyme binding	 
IPR000811	F	"Glycosyl transferase, family 35"	GO:0019899	enzyme binding	 
IPR006337	F	"Pyridoxal phosphate-dependent enzyme, SelA-like"	GO:0019899	enzyme binding	 
IPR006329	F	AMP deaminase	GO:0019899	enzyme binding	 
IPR006318	F	Phosphoenolpyruvate-utilising enzyme	GO:0019899	enzyme binding	 
IPR004344	F	Tubulin-tyrosine ligase	GO:0019899	enzyme binding	 
IPR003386	F	Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase	GO:0019899	enzyme binding	 
IPR006463	F	tRNA-i(6)A37 modification enzyme MiaB	GO:0019899	enzyme binding	 
IPR000907	F	Lipoxygenase	GO:0019899	enzyme binding	 
IPR000778	F	"Cytochrome b245, heavy chain"	GO:0019899	enzyme binding	 
IPR003901	F	"Methyl-coenzyme M reductase, protein D"	GO:0019899	enzyme binding	 
IPR001980	F	Coenzyme A biosynthesis protein	GO:0019899	enzyme binding	 
IPR001885	F	"Lipoxygenase, mammalian"	GO:0019899	enzyme binding	 
IPR000643	F	Iodothyronine deiodinase	GO:0019899	enzyme binding	 
IPR006275	F	"Carbamoyl-phosphate synthase, large subunit"	GO:0019899	enzyme binding	 
IPR006274	F	"Carbamoyl-phosphate synthase, small subunit"	GO:0019899	enzyme binding	 
IPR002695	F	AICARFT/IMPCHase bienzyme	GO:0019899	enzyme binding	 
IPR004723	F	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase	GO:0019899	enzyme binding	 
IPR004702	F	"Phosphotransferease, sorbitol phosphotransferase enzyme II"	GO:0019899	enzyme binding	 
IPR001441	F	Di-trans-poly-cis-decaprenylcistransferase-like	GO:0019899	enzyme binding	 
IPR000997	F	Cholinesterase	GO:0019899	enzyme binding	 
IPR003301	F	"Vaccinia virus D10, decapping enzyme"	GO:0019899	enzyme binding	 
IPR001668	F	Plasmid recombination enzyme	GO:0019899	enzyme binding	 
IPR004165	F	Coenzyme A transferase family I	GO:0019899	enzyme binding	 
IPR003178	F	"Methyl-coenzyme M reductase, gamma subunit"	GO:0019899	enzyme binding	 
IPR003773	F	Menaquinone biosynthesis enzyme	GO:0019899	enzyme binding	 
IPR006084	F	XPG/Rad2 endonuclease	GO:0019899	enzyme binding	 
IPR006046	F	Alpha amylase	GO:0019899	enzyme binding	 
IPR004666	F	Ribosomal S6 modification enzyme RimK/Lysine biosynthesis enzyme LysX	GO:0019899	enzyme binding	 
IPR004656	F	Putative condensing enzyme FabH-related	GO:0019899	enzyme binding	 
IPR001354	F	Mandelate racemase/muconate lactonizing enzyme	GO:0019899	enzyme binding	 
IPR001945	F	Xeroderma pigmentosum group D protein	GO:0019899	enzyme binding	 
IPR010092	F	Chlorinating enzymes	GO:0019899	enzyme binding	 
IPR003179	F	"Methyl-coenzyme M reductase, beta subunit"	GO:0019899	enzyme binding	 
IPR000212	F	"DNA helicase, UvrD/REP type"	GO:0019899	enzyme binding	 
IPR001128	F	Cytochrome P450	GO:0019899	enzyme binding	 
IPR002051	F	Haem oxygenase	GO:0019899	enzyme binding	 
IPR002082	F	Aspartate carbamoyltransferase	GO:0019899	enzyme binding	 
IPR007687	F	"Methyl-coenzyme M reductase, protein C"	GO:0019899	enzyme binding	 
IPR000277	F	"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme"	GO:0019899	enzyme binding	 
IPR005009	F	"Poxvirus mRNA capping enzyme, small subunit"	GO:0019899	enzyme binding	 
IPR004971	D	mRNA (guanine-N(7))-methyltransferase domain	GO:0019899	enzyme binding	 
IPR023656	F	IMP biosynthesis enzyme PurP	GO:0019899	enzyme binding	 
IPR002155	F	Thiolase	GO:0019899	enzyme binding	 
IPR024836	F	Janus kinase and microtubule-interacting protein	GO:0019900	kinase binding	 
IPR017190	F	Bifunctional CTP:phosphocholine cytidylyltransferase/choline kinase	GO:0019900	kinase binding	 
IPR017184	F	Serine/threonine-protein kinase Unc-51	GO:0019900	kinase binding	 
IPR017181	F	"Signal transduction histidine kinase, CHASE2/PAS sensor domain-containing, predicted"	GO:0019900	kinase binding	 
IPR017171	F	"Signal transduction histidine kinase, MctS"	GO:0019900	kinase binding	 
IPR017164	F	Wee1-like protein kinase	GO:0019900	kinase binding	 
IPR017163	F	"Phosphatidylinositol-4-phosphate 5-kinase, plant"	GO:0019900	kinase binding	 
IPR016381	F	"Signal transduction histidine kinase, DegS"	GO:0019900	kinase binding	 
IPR016380	F	"Signal transduction histidine kinase, nitrate/nitrite-sensing"	GO:0019900	kinase binding	 
IPR020693	F	"Tyrosine-protein kinase, non-receptor Jak2"	GO:0019900	kinase binding	 
IPR020691	F	Ephrin type-A receptor 8	GO:0019900	kinase binding	 
IPR018094	F	Thymidylate kinase	GO:0019900	kinase binding	 
IPR018865	F	Serine-threonine protein kinase 19	GO:0019900	kinase binding	 
IPR017479	F	"Tyrosine-protein kinase, chain length determinant protein EpsG"	GO:0019900	kinase binding	 
IPR022066	F	Signal transduction histidine kinase	GO:0019900	kinase binding	 
IPR020446	F	"Tyrosine-protein kinase, neurotrophic receptor, type 3"	GO:0019900	kinase binding	 
IPR020684	F	Rho-associated protein kinase	GO:0019900	kinase binding	 
IPR020682	F	Obscurin-myosin light chain kinase	GO:0019900	kinase binding	 
IPR020680	F	Stretchin/Myosin light chain kinase	GO:0019900	kinase binding	 
IPR020777	F	"Tyrosine-protein kinase, neurotrophic receptor"	GO:0019900	kinase binding	 
IPR020776	F	"Tyrosine-protein kinase, non-receptor Jak1"	GO:0019900	kinase binding	 
IPR020775	F	"Tyrosine-protein kinase, non-receptor Jak3"	GO:0019900	kinase binding	 
IPR017116	F	"Signal transduction histidine kinase, PgtB"	GO:0019900	kinase binding	 
IPR024894	F	Bifunctional pantoate ligase/cytidylate kinase	GO:0019900	kinase binding	 
IPR020676	F	Death-associated protein kinase	GO:0019900	kinase binding	 
IPR020658	F	Serine/threonine-protein kinase Plk3	GO:0019900	kinase binding	 
IPR024236	F	Serine/threonine-protein kinase 40	GO:0019900	kinase binding	 
IPR020634	F	"Thymidine kinase, subgroup"	GO:0019900	kinase binding	 
IPR020618	F	"Adenylate kinase, putative"	GO:0019900	kinase binding	 
IPR020455	F	"Tyrosine-protein kinase, neurotrophic receptor, type 2"	GO:0019900	kinase binding	 
IPR020872	F	2-phosphoglycerate kinase	GO:0019900	kinase binding	 
IPR017090	F	"Serine/threonine-protein kinase, SIK1/2"	GO:0019900	kinase binding	 
IPR017055	F	"Signal transduction histidine kinase, DctB (C4-dicarboxylate transport system regulator)"	GO:0019900	kinase binding	 
IPR021175	F	"Bifunctional inorganic polyphosphate/ATP-NAD kinase, predicted"	GO:0019900	kinase binding	 
IPR016260	F	"Bifunctional 6-phosphofructo-2-kinase/fructose-2, 6-bisphosphate 2-phosphatase"	GO:0019900	kinase binding	 
IPR016259	F	Hygromycin-B kinase	GO:0019900	kinase binding	 
IPR021601	F	"Phosphatidylinositol 4-kinase, Pik1, fungi"	GO:0019900	kinase binding	 
IPR020461	F	"Tyrosine-protein kinase, neurotrophic receptor, type 1"	GO:0019900	kinase binding	 
IPR013371	F	"Homoserine kinase, putative"	GO:0019900	kinase binding	 
IPR017428	F	Interleukin-1 receptor-associated kinase 4	GO:0019900	kinase binding	 
IPR017427	F	"Inositol-tetrakisphosphate 1-kinase, plant"	GO:0019900	kinase binding	 
IPR017425	F	Mitogen-activated protein (MAP) kinase kinase kinase 14	GO:0019900	kinase binding	 
IPR017424	F	Mitogen-activated protein (MAP) kinase kinase kinase 8	GO:0019900	kinase binding	 
IPR017421	F	Mitogen-activated protein (MAP) kinase kinase kinase 7	GO:0019900	kinase binding	 
IPR017419	F	"Mitogen-activated protein kinase kinase kinase, 12/13"	GO:0019900	kinase binding	 
IPR017418	F	Inositol-tetrakisphosphate 1-kinase 4	GO:0019900	kinase binding	 
IPR017409	F	"Pyruvate Pi dikinase regulator, chloroplast"	GO:0019900	kinase binding	 
IPR017407	F	Serine/threonine-protein kinase Rio1	GO:0019900	kinase binding	 
IPR017406	F	Serine/threonine-protein kinase Rio3	GO:0019900	kinase binding	 
IPR017405	F	Citron Rho-interacting kinase	GO:0019900	kinase binding	 
IPR023945	F	"N-acetylmannosamine kinase, bacterial"	GO:0019900	kinase binding	 
IPR017400	F	Elongation factor 2 kinase	GO:0019900	kinase binding	 
IPR016966	F	"Thiamin pyrophosphokinase, eukaryotic"	GO:0019900	kinase binding	 
IPR016961	F	"Diacylglycerol kinase, plant"	GO:0019900	kinase binding	 
IPR020028	F	"L-seryl-tRNA(Sec)kinase, eukaryote"	GO:0019900	kinase binding	 
IPR020024	F	"L-seryl-tRNA(Sec) kinase, archaea"	GO:0019900	kinase binding	 
IPR015661	F	Mitotic checkpoint serine/threonine protein kinase Bub1/Mitotic spindle checkpoint component Mad3	GO:0019900	kinase binding	 
IPR015636	F	"Polynucleotide kinase 3-phosphatase, eukaryota"	GO:0019900	kinase binding	 
IPR017348	F	Proto-oncogene serine/threonine-protein kinase Pim-1	GO:0019900	kinase binding	 
IPR022862	F	Probable lipid kinase YegS	GO:0019900	kinase binding	 
IPR022826	F	3-deoxy-D-manno-octulosonic acid kinase	GO:0019900	kinase binding	 
IPR022841	F	5-dehydro-2-deoxygluconokinase	GO:0019900	kinase binding	 
IPR017322	F	Receptor-interacting serine/threonine-protein kinase 2	GO:0019900	kinase binding	 
IPR016257	F	"Tyrosine-protein kinase, ephrin receptor"	GO:0019900	kinase binding	 
IPR016256	F	Serine/threonine-protein kinase Rad53	GO:0019900	kinase binding	 
IPR016255	F	"Serine/threonine-protein kinase, GCN2"	GO:0019900	kinase binding	 
IPR016254	F	"Serine/threonine-protein kinase, asfivirus"	GO:0019900	kinase binding	 
IPR016253	F	Integrin-linked protein kinase	GO:0019900	kinase binding	 
IPR016252	F	Serine/threonine-protein kinase SpkB	GO:0019900	kinase binding	 
IPR016251	F	"Tyrosine-protein kinase, non-receptor Jak/Tyk2"	GO:0019900	kinase binding	 
IPR016249	F	"Tyrosine-protein kinase, Ret receptor"	GO:0019900	kinase binding	 
IPR016247	F	"Tyrosine-protein kinase, receptor ROR"	GO:0019900	kinase binding	 
IPR016245	F	"Tyrosine protein kinase, EGF/ERB/XmrK receptor"	GO:0019900	kinase binding	 
IPR016243	F	"Tyrosine-protein kinase, CSF-1/PDGF receptor"	GO:0019900	kinase binding	 
IPR016242	F	"Serine/threonine-protein kinase Mps1-like, Saccharomycetes"	GO:0019900	kinase binding	 
IPR016241	F	"Serine/threonine-protein kinase YKL171W, predicted"	GO:0019900	kinase binding	 
IPR016240	F	"Serine/threonine-protein kinase YKL116C, predicted"	GO:0019900	kinase binding	 
IPR016239	F	Ribosomal protein S6 kinase II	GO:0019900	kinase binding	 
IPR016238	F	Ribosomal protein S6 kinase	GO:0019900	kinase binding	 
IPR016237	F	"Serine/threonine-protein kinase, Ulk1/Ulk2"	GO:0019900	kinase binding	 
IPR016236	F	"Serine/threonine-protein kinase PknK, predicted"	GO:0019900	kinase binding	 
IPR016235	F	"Tyrosine/threonine-protein kinase, Cdc2 inhibitor"	GO:0019900	kinase binding	 
IPR016234	F	"Serine/threonine-protein kinase, Sbk1"	GO:0019900	kinase binding	 
IPR016232	F	cGMP-dependent protein kinase	GO:0019900	kinase binding	 
IPR016231	F	"Mitogen-activated protein (MAP) kinase kinase kinase, 9/10/11"	GO:0019900	kinase binding	 
IPR016230	F	"Serine-protein kinase, PrkA"	GO:0019900	kinase binding	 
IPR017665	F	"Guanylate kinase, sub-group"	GO:0019900	kinase binding	 
IPR016898	F	Polyphosphate kinase 2	GO:0019900	kinase binding	 
IPR023685	F	Pyridoxal kinase PdxY	GO:0019900	kinase binding	 
IPR023610	F	Phosphatidylinositol-4-phosphate 5-kinase	GO:0019900	kinase binding	 
IPR023527	F	Adaptive-response sensory-kinase SasA	GO:0019900	kinase binding	 
IPR023507	F	Serine/threonine protein kinase PknD	GO:0019900	kinase binding	 
IPR023505	F	N-acetyl-D-glucosamine kinase	GO:0019900	kinase binding	 
IPR023479	F	Pyridoxal kinase PdxK	GO:0019900	kinase binding	 
IPR022510	F	"Sortase system, histidine kinase"	GO:0019900	kinase binding	 
IPR022486	F	"Polyphosphate kinase 2, PA0141"	GO:0019900	kinase binding	 
IPR023477	F	Adenylate kinase AdkA	GO:0019900	kinase binding	 
IPR023470	F	"Riboflavin kinase, archaeal"	GO:0019900	kinase binding	 
IPR023468	F	Riboflavin kinase	GO:0019900	kinase binding	 
IPR024896	F	Propionate kinase PduW	GO:0019900	kinase binding	 
IPR022463	F	Fructose 1-phosphate kinase/Tagatose-6-phosphate kinase	GO:0019900	kinase binding	 
IPR022433	F	Lipid kinase YegS	GO:0019900	kinase binding	 
IPR017583	F	Tagatose/fructose phosphokinase	GO:0019900	kinase binding	 
IPR017240	F	"Mitogen-activated protein (MAP) kinase kinase kinase, SSK22"	GO:0019900	kinase binding	 
IPR017239	F	Mitogen-activated protein (MAP) kinase kinase kinase STE11	GO:0019900	kinase binding	 
IPR017232	F	"Signal transduction histidine kinase, nitrogen fixation and metabolism regulator"	GO:0019900	kinase binding	 
IPR017206	F	"Signal transduction histidine kinase, hybrid-type, BC3207, predicted"	GO:0019900	kinase binding	 
IPR017205	F	"Signal transduction histidine kinase, ChrS"	GO:0019900	kinase binding	 
IPR016477	F	Fructosamine/Ketosamine-3-kinase	GO:0019900	kinase binding	 
IPR023061	F	"Selenide, water dikinase, class I"	GO:0019900	kinase binding	 
IPR017204	F	"Signal transduction histidine kinase, STH3221, predicted"	GO:0019900	kinase binding	 
IPR017203	F	"Signal transduction histidine kinase, NreB"	GO:0019900	kinase binding	 
IPR017202	F	"Signal transduction histidine kinase, LiaS"	GO:0019900	kinase binding	 
IPR022963	F	"Galactokinase, bacterial"	GO:0019900	kinase binding	 
IPR022953	F	Phosphofructokinase	GO:0019900	kinase binding	 
IPR022937	F	"Mevalonate kinase, archaeal"	GO:0019900	kinase binding	 
IPR024917	F	Propionate kinase	GO:0019900	kinase binding	 
IPR011391	F	Acetoin catabolism kinase AcoX	GO:0019900	kinase binding	 
IPR011386	F	ATP-NAD kinase	GO:0019900	kinase binding	 
IPR009330	F	Lipopolysaccharide core heptose(II) kinase	GO:0019900	kinase binding	 
IPR014093	F	Thiamine kinase	GO:0019900	kinase binding	 
IPR011877	F	"Ribokinase, bacterial"	GO:0019900	kinase binding	 
IPR012234	F	"Tyrosine-protein kinase, non-receptor SYK/ZAP-70"	GO:0019900	kinase binding	 
IPR012233	F	"Protein kinase C, zeta/iota"	GO:0019900	kinase binding	 
IPR024192	F	"Fosfomycin resistance kinase, FomA-type"	GO:0019900	kinase binding	 
IPR009286	F	Inositol-pentakisphosphate 2-kinase	GO:0019900	kinase binding	 
IPR012410	F	Nucleoside-diphosphate kinase-like NDK-H5	GO:0019900	kinase binding	 
IPR011818	F	"Uridylate kinase, archaeal/spirochete, putative"	GO:0019900	kinase binding	 
IPR011817	F	Uridylate kinase	GO:0019900	kinase binding	 
IPR011813	F	Penicillin-binding protein 1B	GO:0019900	kinase binding	 
IPR011790	F	"ADP-specific phosphofructokinase, archaeal"	GO:0019900	kinase binding	 
IPR008656	F	Inositol-tetrakisphosphate 1-kinase	GO:0019900	kinase binding	 
IPR024171	F	S-receptor-like serine/threonine-protein kinase	GO:0019900	kinase binding	 
IPR015785	F	Mitogen-activated protein (MAP) kinase kinase kinase 9/10/11-like	GO:0019900	kinase binding	 
IPR015784	F	"Serine/threonine-protein kinase, ATN1-like"	GO:0019900	kinase binding	 
IPR015783	F	"Serine/threonine protein kinase-like, ATMRK"	GO:0019900	kinase binding	 
IPR012829	F	"Phosphofructokinase, pyrophosphate dependent"	GO:0019900	kinase binding	 
IPR012828	F	6-phosphofructokinase	GO:0019900	kinase binding	 
IPR012369	F	"Galactokinase, glycosyltransferase"	GO:0019900	kinase binding	 
IPR012355	F	"ATP-NAD kinase-like, eukaryotic"	GO:0019900	kinase binding	 
IPR012877	F	Uncharacterised kinase D1044.1	GO:0019900	kinase binding	 
IPR014379	F	"6-phosphofructo-2-kinase, PFK27 type"	GO:0019900	kinase binding	 
IPR014376	F	"Protein kinase C, delta/epsilon/eta/theta types"	GO:0019900	kinase binding	 
IPR014375	F	"Protein kinase C, alpha/beta/gamma types"	GO:0019900	kinase binding	 
IPR014374	F	"Protein kinase, T7-type"	GO:0019900	kinase binding	 
IPR015782	F	Testis-specific kinase 1	GO:0019900	kinase binding	 
IPR012735	F	"Dihydroxyacetone kinase DhaK, subunit 1b"	GO:0019900	kinase binding	 
IPR012734	F	Dihydroxyacetone kinase	GO:0019900	kinase binding	 
IPR012699	F	"Ribose 1,5-bisphosphate phosphokinase PhnN"	GO:0019900	kinase binding	 
IPR014265	F	"Signal transduction histidine kinase, PEP-CTERM system, putative"	GO:0019900	kinase binding	 
IPR015727	F	Protein kinase C mu-related	GO:0019900	kinase binding	 
IPR015726	F	"Serine/threonine protein kinase, striated muscle-specific"	GO:0019900	kinase binding	 
IPR015725	F	Telokin/Myosin light chain kinase	GO:0019900	kinase binding	 
IPR014525	F	"Signal transduction histidine kinase, hybrid-type, ethylene sensor"	GO:0019900	kinase binding	 
IPR014505	F	"UMP-CMP kinase, mitochondrai"	GO:0019900	kinase binding	 
IPR012043	F	Pantoate kinase	GO:0019900	kinase binding	 
IPR011602	F	"Pantothenate kinase, bacterial"	GO:0019900	kinase binding	 
IPR006206	F	Mevalonate/galactokinase	GO:0019900	kinase binding	 
IPR006205	F	Mevalonate kinase	GO:0019900	kinase binding	 
IPR005218	F	Diacylglycerol/lipid kinase	GO:0019900	kinase binding	 
IPR011183	F	Pyrophosphate-dependent phosphofructokinase PfpB	GO:0019900	kinase binding	 
IPR011246	F	Bifunctional diaminopimelate decarboxylase/aspartate kinase	GO:0019900	kinase binding	 
IPR011245	F	Butyrate kinase	GO:0019900	kinase binding	 
IPR011242	F	"N-acetylglutamate kinase, DUF619 domain-containing"	GO:0019900	kinase binding	 
IPR010121	F	"Pyruvate, phosphate dikinase"	GO:0019900	kinase binding	 
IPR009220	F	Probable bifunctional tRNA threonylcarbamoyladenosine biosynthesis protein/protein kinase	GO:0019900	kinase binding	 
IPR009212	F	Methylthioribose kinase	GO:0019900	kinase binding	 
IPR012004	F	Pyrophosphate-dependent phosphofructokinase TP0108	GO:0019900	kinase binding	 
IPR012003	F	"ATP-dependent phosphofructokinase, prokaryotic"	GO:0019900	kinase binding	 
IPR010452	F	Isocitrate dehydrogenase kinasephosphatase	GO:0019900	kinase binding	 
IPR010440	F	Lipopolysaccharide kinase	GO:0019900	kinase binding	 
IPR015844	F	"Pantothenate kinase, acetyl-CoA regulated, two-domain type"	GO:0019900	kinase binding	 
IPR011147	F	Bifunctional aspartokinase/homoserine dehydrogenase I	GO:0019900	kinase binding	 
IPR014310	F	"Signal transduction histidine kinase, phosphate regulon sensor PhoR"	GO:0019900	kinase binding	 
IPR014302	F	"Signal transduction histidine kinase, TMAO sensor TorS"	GO:0019900	kinase binding	 
IPR009161	F	"6-phosphofructokinase, eukaryotic type"	GO:0019900	kinase binding	 
IPR013450	F	L-fuculokinase	GO:0019900	kinase binding	 
IPR013449	F	Rhamnulokinase	GO:0019900	kinase binding	 
IPR016005	F	"Phosphomevalonate kinase, ERG8"	GO:0019900	kinase binding	 
IPR015990	F	"ADP-specific phosphofructokinase/glucokinase, archaeal"	GO:0019900	kinase binding	 
IPR015433	F	Phosphatidylinositol Kinase	GO:0019900	kinase binding	 
IPR015963	F	"Uridylate kinase, bacteria"	GO:0019900	kinase binding	 
IPR011892	F	"Cytidylate kinase, putative"	GO:0019900	kinase binding	 
IPR014606	F	"D,D-heptose 7-phosphate kinase"	GO:0019900	kinase binding	 
IPR011529	F	Glutamate 5-kinase	GO:0019900	kinase binding	 
IPR011410	F	"Nucleoside diphosphate kinase, NDK7"	GO:0019900	kinase binding	 
IPR013954	F	Polynucleotide kinase 3 phosphatase	GO:0019900	kinase binding	 
IPR014409	F	"Signal transduction histidine kinase, hybrid-type, aerobic respiration control ArcB"	GO:0019900	kinase binding	 
IPR008358	F	"Signal transduction histidine kinase/phosphatase, lantibiotic regulatory protein MprB"	GO:0019900	kinase binding	 
IPR008343	F	Mitogen-activated protein (MAP) kinase phosphatase	GO:0019900	kinase binding	 
IPR011405	F	"Pyrophosphate-dependent phosphofructokinase, SMc01852"	GO:0019900	kinase binding	 
IPR011404	F	"Phosphofructokinase, XF0274"	GO:0019900	kinase binding	 
IPR011403	F	"Pyrophosphate-dependent phosphofructokinase, TM0289"	GO:0019900	kinase binding	 
IPR008209	F	"Phosphoenolpyruvate carboxykinase, GTP-utilising"	GO:0019900	kinase binding	 
IPR004424	F	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	GO:0019900	kinase binding	 
IPR004422	F	GHMP kinase group 1	GO:0019900	kinase binding	 
IPR003964	F	Bacterial carbamate kinase	GO:0019900	kinase binding	 
IPR003547	F	"Serine/threonine protein kinase, yersinia-type"	GO:0019900	kinase binding	 
IPR000417	D	Hydroxyethylthiazole kinase	GO:0019900	kinase binding	 
IPR002374	F	cGMP-dependent kinase	GO:0019900	kinase binding	 
IPR002373	F	cAMP/cGMP-dependent protein kinase	GO:0019900	kinase binding	 
IPR005338	F	Anhydro-N-acetylmuramic acid kinase	GO:0019900	kinase binding	 
IPR003755	F	"Signal transduction serine kinase/phosphorylase, HPr(Ser) kinase"	GO:0019900	kinase binding	 
IPR002891	F	Adenylylsulphate kinase	GO:0019900	kinase binding	 
IPR002291	F	"Phosphorylase kinase, gamma catalytic subunit"	GO:0019900	kinase binding	 
IPR000577	F	"Carbohydrate kinase, FGGY"	GO:0019900	kinase binding	 
IPR000623	F	Shikimate kinase	GO:0019900	kinase binding	 
IPR004381	F	Glycerate kinase	GO:0019900	kinase binding	 
IPR004372	F	Acetate/Proprionate kinase	GO:0019900	kinase binding	 
IPR005177	F	Bifunctional kinase-pyrophosphorylase	GO:0019900	kinase binding	 
IPR001576	F	Phosphoglycerate kinase	GO:0019900	kinase binding	 
IPR001272	F	"Phosphoenolpyruvate carboxykinase, ATP-utilising"	GO:0019900	kinase binding	 
IPR003414	F	Polyphosphate kinase	GO:0019900	kinase binding	 
IPR000789	F	"Cyclin-dependent kinase, regulatory subunit"	GO:0019900	kinase binding	 
IPR000829	F	"Diacylglycerol kinase, prokaryotic"	GO:0019900	kinase binding	 
IPR000870	F	Homoserine kinase	GO:0019900	kinase binding	 
IPR005280	F	Homoserine kinase ThrB	GO:0019900	kinase binding	 
IPR005260	F	"Aspartate kinase, monofunctional class"	GO:0019900	kinase binding	 
IPR010189	F	"Shikimate kinase, archaea"	GO:0019900	kinase binding	 
IPR001805	F	Adenosine kinase	GO:0019900	kinase binding	 
IPR001889	F	Herpesvirus thymidine kinase	GO:0019900	kinase binding	 
